42.233598,-83.718602
42.24073,-83.705295
42.250154,-83.697301
42.245528,-83.694079
42.243463,-83.685581
42.245603,-83.718075
42.261786,-83.771422
42.242484,-83.700446
42.240934,-83.704565
42.251658,-83.74982
42.298503,-83.731016
42.28148,-83.773408
42.239972,-83.71875
42.296152,-83.736558
42.285019,-83.746628
42.28667,-83.761354
42.25168,-83.750931
42.248503,-83.698539
42.254343,-83.694143
42.25437,-83.694092
42.252663,-83.693953
42.254465,-83.693845
42.254486,-83.693789
42.254303,-83.693344
42.254311,-83.693282
42.254599,-83.693038
42.247193,-83.693012
42.254599,-83.692975
42.248561,-83.692966
42.248699,-83.692952
42.248121,-83.692919
42.248874,-83.692901
42.248913,-83.692884
42.249704,-83.692833
42.251991,-83.692826
42.251977,-83.692826
42.250354,-83.692734
42.251288,-83.692451
42.254028,-83.692333
42.253693,-83.692323
42.253732,-83.692243
42.250813,-83.692087
42.253886,-83.692003
42.251832,-83.691797
42.250899,-83.691759
42.253218,-83.691737
42.250911,-83.691715
42.253236,-83.691714
42.25162,-83.691545
42.250686,-83.691474
42.249352,-83.691252
42.249341,-83.691206
42.25372,-83.69118
42.253742,-83.69116
42.253817,-83.691116
42.24869,-83.691116
42.253841,-83.691102
42.254515,-83.690876
42.250987,-83.690763
42.250998,-83.690757
42.24856,-83.690745
42.252101,-83.69074
42.248331,-83.69073
42.24888,-83.690726
42.246582,-83.690436
42.246595,-83.690431
42.312944,-83.704851
42.286275,-83.772769
42.252647,-83.693956
42.251037,-83.693094
42.250992,-83.693071
42.249419,-83.693024
42.24852,-83.692963
42.248739,-83.692945
42.250374,-83.692745
42.249242,-83.692728
42.250201,-83.692675
42.250179,-83.692671
42.25123,-83.692614
42.251236,-83.692596
42.246359,-83.692585
42.246377,-83.692582
42.249572,-83.69249
42.251294,-83.692433
42.253996,-83.692388
42.246212,-83.692235
42.247266,-83.692187
42.24727,-83.692156
42.253926,-83.691959
42.251839,-83.691779
42.252932,-83.691591
42.252949,-83.691569
42.254374,-83.691541
42.254367,-83.691501
42.248724,-83.691113
42.24847,-83.691111
42.248446,-83.69111
42.254561,-83.690877
42.246697,-83.690779
42.246711,-83.690774
42.248583,-83.690745
42.248354,-83.690732
42.248903,-83.690723
42.249382,-83.693049
42.248162,-83.692926
42.251538,-83.692603
42.246194,-83.692238
42.248595,-83.691116
42.253572,-83.693193
42.251545,-83.692585
42.250698,-83.691431
42.254582,-83.725261
42.254564,-83.725248
42.2546,-83.725273
42.2546,-83.725273
42.254582,-83.725261
42.254564,-83.725248
42.254546,-83.725235
42.254546,-83.725235
42.252101,-83.690756
42.24922,-83.692742
42.247195,-83.692987
42.293206,-83.780411
42.286625,-83.780203
42.2546,-83.725273
42.2546,-83.725273
42.254564,-83.725248
42.254564,-83.725248
42.287885,-83.75658
42.252942,-83.694411
42.252966,-83.694388
42.25326,-83.694184
42.253303,-83.694162
42.254168,-83.693819
42.254189,-83.693763
42.25423,-83.693652
42.254553,-83.693526
42.254577,-83.693382
42.2528,-83.693282
42.252213,-83.693269
42.252213,-83.693269
42.252213,-83.693269
42.252753,-83.693229
42.25198,-83.693197
42.251951,-83.693196
42.251937,-83.693196
42.252707,-83.693176
42.25266,-83.693123
42.252128,-83.692754
42.252128,-83.692754
42.251493,-83.69273
42.253516,-83.692722
42.251067,-83.692713
42.251506,-83.692693
42.253546,-83.692666
42.253869,-83.692657
42.246051,-83.692632
42.246068,-83.692631
42.246112,-83.692624
42.246235,-83.692605
42.253592,-83.692565
42.249245,-83.692408
42.249233,-83.692366
42.247521,-83.692361
42.247528,-83.692306
42.246071,-83.692258
42.246088,-83.692255
42.246106,-83.692252
42.246283,-83.692224
42.246336,-83.692215
42.249188,-83.692151
42.247569,-83.692027
42.251763,-83.691975
42.25177,-83.691957
42.251777,-83.691939
42.251783,-83.691922
42.253091,-83.691897
42.253109,-83.691874
42.251578,-83.691652
42.251585,-83.691634
42.251592,-83.691616
42.253017,-83.691484
42.253069,-83.691415
42.254059,-83.691378
42.254306,-83.691185
42.251085,-83.691109
42.251119,-83.691091
42.246628,-83.690802
42.253694,-83.690784
42.246527,-83.690454
42.253035,-83.691461
42.253527,-83.693252
42.251627,-83.691527
42.252213,-83.693269
42.251965,-83.693197
42.251487,-83.692748
42.251112,-83.692736
42.253843,-83.692717
42.251021,-83.692689
42.250976,-83.692666
42.246218,-83.692607
42.249227,-83.692345
42.247533,-83.692275
42.246053,-83.69226
42.2463,-83.692221
42.249195,-83.692218
42.246318,-83.692218
42.24919,-83.692174
42.247555,-83.69212
42.24756,-83.692089
42.247565,-83.692058
42.253127,-83.691852
42.253145,-83.69183
42.254067,-83.691417
42.254052,-83.691338
42.254329,-83.691304
42.254044,-83.691299
42.251096,-83.691103
42.251107,-83.691097
42.2466,-83.690812
42.246614,-83.690807
42.246642,-83.690798
42.253742,-83.690755
42.253767,-83.690741
42.246485,-83.690468
42.246499,-83.690464
42.246513,-83.690459
42.251499,-83.692712
42.2462,-83.69261
42.2462,-83.69261
42.253718,-83.69077
42.253718,-83.69077
42.254585,-83.693321
42.249239,-83.692387
42.276624,-83.77378
42.254209,-83.693708
42.253566,-83.692625
42.246253,-83.692602
42.247525,-83.69233
42.249193,-83.692196
42.251571,-83.691669
42.252048,-83.692827
42.2546,-83.725273
42.2546,-83.725273
42.2546,-83.725273
42.2546,-83.725273
42.254564,-83.725248
42.254564,-83.725248
42.254564,-83.725248
42.241478,-83.704573
42.254568,-83.693444
42.246094,-83.692627
42.251557,-83.752152
42.251261,-83.750597
42.251261,-83.750597
42.240881,-83.700426
42.252128,-83.692754
42.252679,-83.693949
42.254511,-83.693705
42.253488,-83.693298
42.254599,-83.6931
42.247196,-83.692961
42.248479,-83.69296
42.248835,-83.692917
42.254596,-83.69289
42.252005,-83.692827
42.251962,-83.692826
42.249181,-83.69276
42.251223,-83.692632
42.251532,-83.692621
42.253965,-83.692442
42.253668,-83.692383
42.253763,-83.692188
42.254008,-83.691902
42.253198,-83.691763
42.253253,-83.691691
42.251613,-83.691563
42.252967,-83.691547
42.248666,-83.691116
42.254468,-83.690875
42.250925,-83.690819
42.246683,-83.690784
42.251009,-83.69075
42.252632,-83.69396
42.248187,-83.693305
42.251082,-83.693118
42.250946,-83.693047
42.248109,-83.692921
42.249729,-83.6929
42.248952,-83.692867
42.250394,-83.692756
42.250334,-83.692723
42.249279,-83.692704
42.249564,-83.69247
42.251281,-83.692469
42.25404,-83.692311
42.246177,-83.692241
42.24623,-83.692232
42.247261,-83.692218
42.250797,-83.692178
42.253826,-83.692078
42.250821,-83.692042
42.251825,-83.691815
42.251846,-83.691761
42.254382,-83.691581
42.254359,-83.691462
42.249355,-83.691274
42.253744,-83.69116
42.248619,-83.691116
42.248548,-83.691116
42.248747,-83.691111
42.248423,-83.691108
42.253866,-83.691087
42.248536,-83.690745
42.248927,-83.690721
42.246568,-83.69044
42.246609,-83.690426
42.253965,-83.694445
42.251261,-83.750597
42.25133,-83.751776
42.25133,-83.751776
42.251307,-83.750262
42.251307,-83.750262
42.24878,-83.692938
42.246341,-83.692588
42.246394,-83.692579
42.247275,-83.692125
42.248493,-83.691113
42.248607,-83.690745
42.248378,-83.690734
42.248307,-83.690729
42.248856,-83.690728
42.251915,-83.752373
42.251915,-83.752373
42.251915,-83.752373
42.252262,-83.752291
42.252262,-83.752291
42.252051,-83.750121
42.252051,-83.750121
42.251658,-83.74982
42.251658,-83.74982
42.252918,-83.694433
42.254594,-83.693259
42.252037,-83.693198
42.25148,-83.692766
42.250931,-83.692642
42.246129,-83.692622
42.253894,-83.692596
42.24922,-83.692324
42.249208,-83.692282
42.247537,-83.692244
42.25179,-83.691904
42.253162,-83.691808
42.253086,-83.691392
42.254298,-83.691146
42.246587,-83.690816
42.25367,-83.690799
42.251808,-83.751579
42.251808,-83.751579
42.251392,-83.751437
42.251557,-83.752152
42.251557,-83.752152
42.251557,-83.752152
42.251261,-83.750597
42.254305,-83.694211
42.247191,-83.693054
42.248202,-83.692934
42.250924,-83.691672
42.25071,-83.691387
42.246724,-83.69077
42.253346,-83.69414
42.251994,-83.693197
42.25259,-83.693059
42.251158,-83.692759
42.246182,-83.692613
42.246271,-83.692599
42.249251,-83.692429
42.247518,-83.692392
42.246043,-83.692261
42.246265,-83.692226
42.246353,-83.692212
42.247551,-83.692151
42.251758,-83.691988
42.253003,-83.691502
42.254074,-83.691457
42.254336,-83.691343
42.254036,-83.691259
42.24654,-83.69045
42.251307,-83.750262
42.252092,-83.751559
42.252092,-83.751559
42.252092,-83.751559
42.252092,-83.751559
42.251641,-83.751327
42.251641,-83.751327
42.251641,-83.751327
42.251641,-83.751327
42.251557,-83.752152
42.254403,-83.694013
42.254445,-83.693901
42.254294,-83.693405
42.253608,-83.693144
42.249345,-83.693073
42.248658,-83.692959
